	Unnamed: 0	author	comment	origin	origin_status	english	category
54	54	Νικη Σ	"One of the ultimate love songs ever. For both music and lyrics. 
Every time I listen to it, it feels like time stops for a few seconds."	All of Me	1	TRUE	0
3	3	Анастасия Евтушенко	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
159	159	Антонио Ангелкоски	"2020 anyone? Nostalgia hit me like a train...
Edit:
2021 and still going!"	Because Of You	1	TRUE	1
3	3	Арсений Плотников	"I will not make the same mistakes that you did
I will not let myself
Cause my heart so much misery
I will not break the way you did,
You fell so hard
I've learned the hard way
To never let it get that far

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you
I am afraid

I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake
A smile, a laugh everyday of my life
My heart can't possibly break
When it wasn't even whole to start with

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you
I am afraid

I watched you die
I heard you cry every night in your sleep
I was so young
You should have known better than to lean on me
You never thought of anyone else
You just saw your pain
And now I cry in the middle of the night
For the same damn thing

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid

Because of you..
Because of you..."	Because Of You	1	TRUE	-1
62	62	блядина	love it very much	Another Love	1	TRUE	0
182	183	Боні	It's been 2023 and still hearing this	Thinking Out Loud	1	TRUE	0
289	289	вита	"wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
Oh, need a love, now
My heart is thinking of
I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
324	327	Империя Мудрецов	amazing song that carries universal energy that can wake up all the inner worlds of the listeners, thanks for the creativity, keep it up, enjoy us all))	Thinking Out Loud	1	TRUE	0
200	201	Кртек	Beautiful song	Thinking Out Loud	1	TRUE	0
156	156	Нурбек Абдикаривом	Великолепная песня i love you Tom Odel	Another Love	1	TRUE	0
216	219	Ольга Юрчак	This song makes all my memories wake up	All of Me	1	TRUE	0
16	16	Сабина Рустамова	"What would I do without your smart mouth?
Drawin' me in and you kickin' me out
You've got my head spinnin', no kiddin'
I can't pin you down
What's goin' on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright
My head's under water, but I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginnin'
Even when I lose, I'm winnin'
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around
Through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing
In my head for you
My head's under water, but I'm breathin' fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginnin'
Even when I lose, I'm winnin'
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginnin'
Even when I lose, I'm winnin'
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
220	220	უჯ	"A message to the future generations: ""DON'T LET THIS SONG DIE"""	Another Love	1	TRUE	0
201	201	רבקה נרקיס	Masterpiece 	Another Love	1	TRUE	0
189	189	مهران-Mahran	This song is great	Another Love	1	TRUE	0
235	236	อรรถวุฒิ ศรีชัย	More of this Felix! Loved it!	Thinking Out Loud	1	TRUE	0
305	305	ᎬᎷᏫ ᏃᎥᏁᎬ	Don't worry you're not the only one who listening to this masterpiece in 2021.	Another Love	1	TRUE	0
183	183	ヒマワリ	10 years but still my favorite	Another Love	1	TRUE	0
322	322	マルシーLawleighette	I can't believe this song is 8 years old.	Another Love	1	TRUE	0
297	298	千田守	"I will not make the same mistakes that you did
I will not let myself
Cause my heart so much misery
I will not break the way you did
You fell so hard
I've learned the hard way
To never let it get that far

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you
I am afraid

I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake
A smile, a laugh every day of my life
My heart can't possibly break
When it wasn't even whole to start with

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you
I am afraid

I watched you die
I heard you cry every night in your sleep
I was so young
You should have known better than to lean on me
You never thought of anyone else
You just saw your pain
And now I cry in the middle of the night
For the same damn thing

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid

Because of you
Because of you"	Because Of You	1	TRUE	-1
